USER_ID,AGE_GROUP,GENDER,HAS_GENDER_REPORTED,REGION,YEAR_PATH_STARTED,FIRST_YEAR,IS_RETURNING_STUDENT
U-6421761462566762220,35-39 ans,M,True,Pays de la Loire,2022,2022,False
U2369392628522842843,30-34 ans,M,True,Île-de-France,2022,2022,False
U-3269126520484175365,35-39 ans,F,True,Île-de-France,2022,2022,False
U6939222138208218802,25-29 ans,F,True,Grand Est,2023,2023,False
U-1935414764974628243,35-39 ans,Non renseigné,False,Île-de-France,2023,2023,False
U-7043915493764418483,25-29 ans,F,True,Île-de-France,2025,2022,True
U-2519899401351980776,30-34 ans,M,True,Auvergne-Rhône-Alpes,2024,2024,False
U5254125180684327029,30-34 ans,F,True,Bretagne,2022,2022,False
U-2516093910618410409,30-34 ans,M,True,Île-de-France,2024,2024,False
U-3041090612464069009,30-34 ans,Non renseigné,False,Hauts-de-France,2022,2022,False
U-3227701260914881005,35-39 ans,Non renseigné,False,Grand Est,2022,2022,False
U-3560626941621581168,20-24 ans,M,True,Bretagne,2025,2025,False
U2742521301629161216,30-34 ans,M,True,Hauts-de-France,2022,2022,False
U905297842183581087,25-29 ans,Non renseigné,False,Grand Est,2022,2022,False
U-3649737873123780303,40-44 ans,Non renseigné,False,Île-de-France,2022,2022,False
U-2745980612070007567,40-44 ans,Non renseigné,False,Île-de-France,2022,2022,False
U5363028299603614907,25-29 ans,M,True,Centre-Val de Loire,2025,2023,True
U6139254975420135455,30-34 ans,M,True,Occitanie,2023,2023,False
U3752760265575280477,25-29 ans,F,True,Auvergne-Rhône-Alpes,2024,2024,False
U-4524533069670472882,40-44 ans,F,True,Île-de-France,2023,2023,False
U1932969749560550284,55-59 ans,F,True,Pays de la Loire,2025,2022,True
U2883080483749365958,45-49 ans,M,True,Bourgogne-Franche-Comté,2025,2025,False
U-975519255724250930,30-34 ans,M,True,Île-de-France,2022,2022,False
U-7986321633943162508,25-29 ans,F,True,Île-de-France,2025,2025,False
U9188130365253871393,25-29 ans,M,True,Auvergne-Rhône-Alpes,2025,2025,False
U5105046372741910765,45-49 ans,M,True,Bretagne,2022,2022,False
U6344835071574128041,40-44 ans,Non renseigné,False,Grand Est,2022,2022,False
U-9197833047101216357,45-49 ans,M,True,Bretagne,2024,2024,False
U2601245724665201577,60 ans ou plus,Non renseigné,False,Bretagne,2022,2022,False
U-2900380001394190450,40-44 ans,Non renseigné,False,Île-de-France,2022,2022,False
U-2845442550570584460,45-49 ans,M,True,Hauts-de-France,2023,2023,False
U7374423198509770165,35-39 ans,F,True,Île-de-France,2024,2024,False
U-6068259757341880039,35-39 ans,F,True,Île-de-France,2024,2024,False
U6679468401915430492,40-44 ans,Non renseigné,False,Centre-Val de Loire,2023,2023,False
U-7095022206543393938,35-39 ans,Non renseigné,False,Hauts-de-France,2023,2022,True
U3813236150945270072,30-34 ans,F,True,Île-de-France,2024,2023,True
U-7933740471768571727,25-29 ans,M,True,Grand Est,2024,2024,False
U7641211223106997562,55-59 ans,F,True,Provence-Alpes-Côte d'Azur,2022,2022,False
U-1238663364729131156,25-29 ans,F,True,Île-de-France,2025,2025,False
U7816669584294187905,30-34 ans,F,True,Bretagne,2024,2024,False
U2863077688469922916,40-44 ans,Non renseigné,False,Île-de-France,2023,2023,False
U-2069375720981106540,25-29 ans,Non renseigné,False,Occitanie,2024,2022,True
U9007345991346834655,30-34 ans,F,True,Nouvelle-Aquitaine,2025,2025,False
U-2910413398806894944,30-34 ans,M,True,Île-de-France,2023,2022,True
U3859718288796628852,25-29 ans,F,True,Bretagne,2024,2024,False
U-3698540277317553675,35-39 ans,F,True,Île-de-France,2025,2025,False
U396378859717393442,40-44 ans,M,True,Bretagne,2024,2024,False
U6548542742585519995,25-29 ans,Non renseigné,False,Île-de-France,2025,2025,False
U3382047353077286983,35-39 ans,M,True,Auvergne-Rhône-Alpes,2022,2022,False
U4892100953596910473,55-59 ans,M,True,Île-de-France,2023,2022,True
U5173418320434578541,40-44 ans,Non renseigné,False,Auvergne-Rhône-Alpes,2022,2022,False
U6458305678254636563,50-54 ans,M,True,Auvergne-Rhône-Alpes,2023,2023,False
U8680885007434491869,30-34 ans,Non renseigné,False,Île-de-France,2022,2022,False
U-6958457983479060266,35-39 ans,Non renseigné,False,Normandie,2022,2022,False
U-8552481573414935503,55-59 ans,M,True,Occitanie,2025,2025,False
U-6415772099745659293,35-39 ans,Non renseigné,False,Centre-Val de Loire,2022,2022,False
U346100835798204108,35-39 ans,M,True,Île-de-France,2023,2023,False
U6198229545444735814,30-34 ans,M,True,Auvergne-Rhône-Alpes,2022,2022,False
U-303775042437999325,30-34 ans,F,True,Auvergne-Rhône-Alpes,2022,2022,False
U4937642827286805256,40-44 ans,Non renseigné,False,Provence-Alpes-Côte d'Azur,2022,2022,False
U6955370556693565276,30-34 ans,Non renseigné,False,Occitanie,2023,2023,False
U1847553042269205316,25-29 ans,Non renseigné,False,Île-de-France,2022,2022,False
U6606733587669329301,30-34 ans,Non renseigné,False,Grand Est,2023,2023,False
U5965815296142375568,30-34 ans,M,True,Île-de-France,2025,2023,True
U8789870509245773701,35-39 ans,M,True,Nouvelle-Aquitaine,2025,2025,False
U8489667174029555281,30-34 ans,F,True,Bretagne,2022,2022,False
U-2571798207641554374,25-29 ans,M,True,Bretagne,2023,2023,False
U-4604299312221230858,35-39 ans,M,True,Centre-Val de Loire,2022,2022,False
U-3960567926295950038,35-39 ans,M,True,Centre-Val de Loire,2024,2024,False
U-1263357203663666582,40-44 ans,F,True,Île-de-France,2022,2022,False
U-9216511299325511428,30-34 ans,Non renseigné,False,Île-de-France,2025,2025,False
U2387610249143243511,40-44 ans,M,True,Bretagne,2025,2025,False
U380945636863093407,35-39 ans,M,True,Provence-Alpes-Côte d'Azur,2024,2022,True
U-7977714884686561436,25-29 ans,M,True,Île-de-France,2022,2022,False
U2487277578341540795,40-44 ans,M,True,Auvergne-Rhône-Alpes,2024,2024,False
U2995624568623434487,30-34 ans,M,True,Île-de-France,2023,2023,False
U4182217683622825697,35-39 ans,M,True,Grand Est,2022,2022,False
U5790013964298357379,35-39 ans,Non renseigné,False,Hauts-de-France,2022,2022,False
U-4017183897199389014,40-44 ans,F,True,Île-de-France,2022,2022,False
U-6157347774374596132,25-29 ans,M,True,Nouvelle-Aquitaine,2024,2024,False
U-5775318341064740138,30-34 ans,M,True,Île-de-France,2023,2023,False
U5075037714154741996,30-34 ans,M,True,Hauts-de-France,2022,2022,False
U-2002762041929141439,25-29 ans,Non renseigné,False,Nouvelle-Aquitaine,2022,2022,False
U-7935544097543773950,30-34 ans,M,True,Auvergne-Rhône-Alpes,2024,2024,False
U-1801225998744901014,50-54 ans,Non renseigné,False,Île-de-France,2022,2022,False
U-3646065075750925574,45-49 ans,Non renseigné,False,Île-de-France,2022,2022,False
U-3510447601143121291,25-29 ans,Non renseigné,False,Île-de-France,2023,2023,False
U-2365652567974707733,30-34 ans,M,True,Grand Est,2023,2023,False
U1665684020690242379,40-44 ans,M,True,Bretagne,2024,2024,False
U-3560751395370328144,35-39 ans,F,True,Occitanie,2025,2025,False
U3817568649800075121,35-39 ans,F,True,Grand Est,2025,2025,False
U-1976654008172450346,45-49 ans,Non renseigné,False,Grand Est,2024,2024,False
U-2669008113281172485,35-39 ans,M,True,Île-de-France,2022,2022,False
U-8707135156598101825,35-39 ans,Non renseigné,False,Nouvelle-Aquitaine,2022,2022,False
U5584042454101145721,35-39 ans,Non renseigné,False,Île-de-France,2025,2025,False
U6848542672348829044,25-29 ans,M,True,Auvergne-Rhône-Alpes,2023,2023,False
U4920977499594474559,35-39 ans,M,True,Grand Est,2025,2025,False
U-5363387144658002314,30-34 ans,M,True,Île-de-France,2023,2023,False
U-2915964383224991006,25-29 ans,M,True,Auvergne-Rhône-Alpes,2025,2025,False
U6532985168853490514,30-34 ans,Non renseigné,False,Île-de-France,2023,2023,False
U4380993215297327312,40-44 ans,Non renseigné,False,Île-de-France,2022,2022,False
U4079321199006794765,30-34 ans,M,True,Grand Est,2025,2025,False
U-7469420599535119408,35-39 ans,M,True,Centre-Val de Loire,2025,2025,False
U4395934914891429859,30-34 ans,M,True,Île-de-France,2022,2022,False
U1105157186070736217,25-29 ans,M,True,Occitanie,2022,2022,False
U-2028806543252683608,45-49 ans,M,True,Île-de-France,2022,2022,False
U1807360599923215843,25-29 ans,M,True,Grand Est,2022,2022,False
U-1594170110882499166,30-34 ans,Non renseigné,False,Auvergne-Rhône-Alpes,2022,2022,False
U-5653313225477520936,30-34 ans,M,True,Auvergne-Rhône-Alpes,2022,2022,False
U6149253744368717507,25-29 ans,M,True,Centre-Val de Loire,2025,2025,False
U-7562287633777914118,35-39 ans,M,True,Île-de-France,2023,2023,False
U-3223688774143295744,25-29 ans,M,True,Occitanie,2025,2025,False
U-8762015356047793153,30-34 ans,M,True,Île-de-France,2024,2024,False
U3112889381453846202,25-29 ans,Non renseigné,False,Île-de-France,2022,2022,False
U8255486054546962262,40-44 ans,M,True,Île-de-France,2022,2022,False
U-5636123065202872361,35-39 ans,M,True,Île-de-France,2024,2024,False
U-6766741439086355934,25-29 ans,M,True,Île-de-France,2022,2022,False
U-6252678767228710306,35-39 ans,F,True,Île-de-France,2022,2022,False
U-2378060621787582661,45-49 ans,M,True,DROM,2022,2022,False
U7530089858793538565,30-34 ans,F,True,Île-de-France,2025,2023,True
U-1239033034392348918,25-29 ans,M,True,Île-de-France,2022,2022,False
U5754263247975137789,35-39 ans,F,True,Hauts-de-France,2025,2025,False
U-4162738919583602264,40-44 ans,M,True,Nouvelle-Aquitaine,2022,2022,False
U-7095022206543393938,35-39 ans,Non renseigné,False,Hauts-de-France,2022,2022,False
U2690494864603142624,30-34 ans,Non renseigné,False,Île-de-France,2022,2022,False
U-827753201549387952,40-44 ans,F,True,Provence-Alpes-Côte d'Azur,2025,2025,False
U-3134257675214452618,30-34 ans,M,True,Grand Est,2022,2022,False
U-7391683822069882375,40-44 ans,M,True,Centre-Val de Loire,2024,2024,False
U-7623191050624919333,50-54 ans,Non renseigné,False,Pays de la Loire,2022,2022,False
U-4044669598816041875,40-44 ans,M,True,Occitanie,2023,2022,True
U9077027643368849643,35-39 ans,M,True,Île-de-France,2025,2025,False
U4800121386110149140,25-29 ans,M,True,Nouvelle-Aquitaine,2024,2024,False
U-3661320218064225193,30-34 ans,F,True,Île-de-France,2022,2022,False
U4402801254847804915,50-54 ans,Non renseigné,False,Grand Est,2025,2025,False
U2841510013404691053,40-44 ans,F,True,Île-de-France,2025,2025,False
U906589201936707347,30-34 ans,F,True,Île-de-France,2025,2023,True
U2014334865640248330,25-29 ans,M,True,Île-de-France,2024,2024,False
U-2107345433346844592,25-29 ans,F,True,Île-de-France,2024,2024,False
U-1176723797467783532,35-39 ans,M,True,Auvergne-Rhône-Alpes,2022,2022,False
U-1313116421690548044,25-29 ans,M,True,Île-de-France,2023,2023,False
U-6359777884917275242,30-34 ans,F,True,Île-de-France,2023,2022,True
U7710790539018820920,30-34 ans,F,True,Île-de-France,2024,2024,False
U-1668836477287982876,25-29 ans,Non renseigné,False,Île-de-France,2022,2022,False
U2228730676779830490,30-34 ans,M,True,Île-de-France,2022,2022,False
U-271027973423265148,25-29 ans,F,True,Auvergne-Rhône-Alpes,2022,2022,False
U4206492950309428528,25-29 ans,M,True,Île-de-France,2023,2023,False
U-1261284677150888869,45-49 ans,M,True,Île-de-France,2024,2024,False
U6257331998919658345,25-29 ans,M,True,Occitanie,2025,2023,True
U-3931225736005305697,45-49 ans,Non renseigné,False,Île-de-France,2023,2023,False
U-8712205456825058702,30-34 ans,M,True,Hauts-de-France,2025,2025,False
U-6283650056441769695,25-29 ans,Non renseigné,False,Pays de la Loire,2024,2024,False
U3493463724111332688,25-29 ans,M,True,Île-de-France,2024,2023,True
U-8497986969669005342,35-39 ans,F,True,Auvergne-Rhône-Alpes,2023,2022,True
U-1693868482655051808,25-29 ans,M,True,Île-de-France,2025,2023,True
U-7588201961294924200,50-54 ans,M,True,Île-de-France,2023,2023,False
U1536778380214366538,35-39 ans,F,True,Centre-Val de Loire,2024,2024,False
U-7719741723490301186,25-29 ans,M,True,Auvergne-Rhône-Alpes,2025,2023,True
U6956538112049922091,30-34 ans,F,True,Île-de-France,2024,2024,False
U4683513144925747474,25-29 ans,M,True,Hauts-de-France,2024,2024,False
U-8463486207860051362,25-29 ans,M,True,Grand Est,2023,2023,False
U7482904302732578921,45-49 ans,Non renseigné,False,Bretagne,2022,2022,False
U-3171392997860562650,35-39 ans,Non renseigné,False,Nouvelle-Aquitaine,2023,2023,False
U3750743847610734878,45-49 ans,F,True,Île-de-France,2023,2023,False
U-926774691727196764,30-34 ans,M,True,Auvergne-Rhône-Alpes,2025,2025,False
U-5051616050766070827,55-59 ans,M,True,Auvergne-Rhône-Alpes,2022,2022,False
U-4800974770148938555,35-39 ans,Non renseigné,False,Île-de-France,2023,2022,True
U3961529793910462209,30-34 ans,M,True,Île-de-France,2024,2022,True
U3167542016276475114,25-29 ans,F,True,Auvergne-Rhône-Alpes,2025,2025,False
U-4823863902542729451,50-54 ans,Non renseigné,False,Île-de-France,2022,2022,False
U3058429422462676489,40-44 ans,F,True,Île-de-France,2023,2023,False
U-2751613337203555250,35-39 ans,F,True,Île-de-France,2025,2025,False
U-3867117802958667532,50-54 ans,Non renseigné,False,Auvergne-Rhône-Alpes,2023,2022,True
U2873825306106901572,30-34 ans,F,True,Île-de-France,2022,2022,False
U-943178550418784124,35-39 ans,F,True,Île-de-France,2025,2025,False
U266939873859515662,20-24 ans,M,True,Auvergne-Rhône-Alpes,2024,2024,False
U6274764013768701656,30-34 ans,M,True,Grand Est,2025,2025,False
U7212706120487259531,20-24 ans,M,True,Bretagne,2025,2025,False
U-658923879586380605,30-34 ans,F,True,Occitanie,2025,2022,True
U3420209530742359582,20-24 ans,M,True,Occitanie,2024,2024,False
U6957538357604571495,30-34 ans,Non renseigné,False,Auvergne-Rhône-Alpes,2022,2022,False
U-8176928028728358463,35-39 ans,M,True,Île-de-France,2025,2025,False
U5203616661465897469,25-29 ans,Non renseigné,False,Bretagne,2023,2023,False
U-843095259204162126,30-34 ans,M,True,Hauts-de-France,2022,2022,False
U7771539370650452942,50-54 ans,M,True,Occitanie,2025,2025,False
U3240549231682489925,45-49 ans,M,True,Nouvelle-Aquitaine,2022,2022,False
U7785312067764694265,30-34 ans,F,True,Île-de-France,2022,2022,False
U-4456074011542536228,30-34 ans,M,True,Île-de-France,2022,2022,False
U-7311222666520816205,35-39 ans,M,True,Île-de-France,2025,2025,False
U-6970381480245212906,55-59 ans,Non renseigné,False,Provence-Alpes-Côte d'Azur,2023,2023,False
U7992491285443246431,45-49 ans,Non renseigné,False,Pays de la Loire,2023,2022,True
U-1135102259346312601,20-24 ans,M,True,Auvergne-Rhône-Alpes,2025,2025,False
U7599771817815792832,50-54 ans,F,True,Occitanie,2022,2022,False
U6043141575441284411,30-34 ans,F,True,Normandie,2023,2023,False
U-837869999771407626,40-44 ans,M,True,Île-de-France,2022,2022,False
U-57730032401327994,25-29 ans,M,True,Île-de-France,2023,2023,False
U-5719904739560985535,50-54 ans,M,True,Normandie,2025,2023,True
U3616190174572771598,25-29 ans,M,True,Grand Est,2022,2022,False
U-3862862426516019052,35-39 ans,M,True,Île-de-France,2025,2022,True
U5411444207060401825,30-34 ans,M,True,Occitanie,2022,2022,False
U-6830739690779954058,30-34 ans,M,True,Île-de-France,2025,2025,False
U-5415544150349494814,45-49 ans,F,True,Île-de-France,2022,2022,False
U-205483535048792799,25-29 ans,Non renseigné,False,Hauts-de-France,2022,2022,False
U-1437469923342752229,35-39 ans,Non renseigné,False,Île-de-France,2022,2022,False
U-5100353441237321117,30-34 ans,M,True,Île-de-France,2024,2022,True
U-6361987611095327678,25-29 ans,M,True,Île-de-France,2023,2023,False
U-8637057659425710980,25-29 ans,Non renseigné,False,Île-de-France,2022,2022,False
U-918553521184156329,45-49 ans,M,True,Île-de-France,2022,2022,False
U2725457357726203741,50-54 ans,F,True,Île-de-France,2024,2024,False
U-6132307038715375357,25-29 ans,F,True,Pays de la Loire,2022,2022,False
U-9009624006234338662,35-39 ans,M,True,Île-de-France,2025,2025,False
U1790271163281888913,30-34 ans,M,True,Île-de-France,2023,2023,False
U-3422255602981775695,40-44 ans,Non renseigné,False,Bretagne,2023,2023,False
U-1032522968328532419,30-34 ans,M,True,Provence-Alpes-Côte d'Azur,2025,2025,False
U7107408329089444303,30-34 ans,M,True,Île-de-France,2024,2024,False
U7176501654760813331,25-29 ans,Non renseigné,False,Nouvelle-Aquitaine,2022,2022,False
U-1618474270766758287,30-34 ans,M,True,Provence-Alpes-Côte d'Azur,2023,2023,False
U-8270780708874663484,40-44 ans,M,True,Île-de-France,2025,2025,False
U3146006004378463755,50-54 ans,M,True,Île-de-France,2024,2024,False
U5578368056336158639,40-44 ans,F,True,Île-de-France,2022,2022,False
U3710445612266418495,50-54 ans,Non renseigné,False,Île-de-France,2023,2022,True
U4726294670327901350,30-34 ans,Non renseigné,False,Île-de-France,2022,2022,False
U5827968674418525802,30-34 ans,M,True,Occitanie,2024,2024,False
U-2063677451387490931,30-34 ans,Non renseigné,False,Normandie,2022,2022,False
U-2539177472224225828,25-29 ans,Non renseigné,False,Nouvelle-Aquitaine,2023,2023,False
U4686799447455560958,30-34 ans,F,True,Île-de-France,2025,2023,True
U5438929595190475023,30-34 ans,Non renseigné,False,Auvergne-Rhône-Alpes,2022,2022,False
U7285653395317318525,40-44 ans,Non renseigné,False,Provence-Alpes-Côte d'Azur,2023,2022,True
U-865126821376775334,25-29 ans,M,True,Centre-Val de Loire,2023,2023,False
U-635286002225225444,45-49 ans,Non renseigné,False,Île-de-France,2022,2022,False
U1061250456744126583,45-49 ans,Non renseigné,False,Grand Est,2023,2023,False
U645914717351779425,55-59 ans,Non renseigné,False,Île-de-France,2022,2022,False
U-2301612385127376176,40-44 ans,F,True,Hauts-de-France,2023,2023,False
U7669630097812008519,45-49 ans,Non renseigné,False,Pays de la Loire,2022,2022,False
U1075284682828586831,25-29 ans,F,True,Auvergne-Rhône-Alpes,2024,2022,True
U4638775291030841643,25-29 ans,M,True,Nouvelle-Aquitaine,2024,2024,False
U-102167698859350410,30-34 ans,Non renseigné,False,Occitanie,2022,2022,False
U4983981771259234404,35-39 ans,F,True,Île-de-France,2022,2022,False
U-3840814183428161328,35-39 ans,F,True,Île-de-France,2023,2023,False
U-8618520366917758169,55-59 ans,M,True,Provence-Alpes-Côte d'Azur,2024,2022,True
U7468845510255072866,25-29 ans,M,True,Auvergne-Rhône-Alpes,2025,2025,False
U4758758051106452391,30-34 ans,M,True,Île-de-France,2023,2023,False
U4794221293830584105,45-49 ans,M,True,Île-de-France,2024,2024,False
U-3557064777361785601,50-54 ans,Non renseigné,False,Île-de-France,2022,2022,False
U4463806211190130086,30-34 ans,M,True,Île-de-France,2025,2025,False
U7989366372773327611,35-39 ans,M,True,Provence-Alpes-Côte d'Azur,2023,2023,False
U434140274776810769,30-34 ans,Non renseigné,False,Île-de-France,2022,2022,False
U38539576566414419,25-29 ans,F,True,Grand Est,2023,2023,False
U3848268139316570781,20-24 ans,M,True,Normandie,2024,2024,False
U7614100846747885798,30-34 ans,M,True,Occitanie,2024,2024,False
U6682699035080164256,50-54 ans,M,True,Île-de-France,2025,2025,False
U-8078761719351832509,35-39 ans,M,True,Île-de-France,2022,2022,False
U3517739885476669855,45-49 ans,M,True,Île-de-France,2022,2022,False
U-3533019677503303593,30-34 ans,M,True,Auvergne-Rhône-Alpes,2024,2024,False
U4161962311062109967,20-24 ans,M,True,Île-de-France,2024,2024,False
U-7203228573131675217,40-44 ans,Non renseigné,False,Auvergne-Rhône-Alpes,2023,2023,False
U7170498944138842105,50-54 ans,M,True,Île-de-France,2022,2022,False
U-271027973423265148,25-29 ans,F,True,Auvergne-Rhône-Alpes,2024,2022,True
U-3229975839174030874,30-34 ans,M,True,Île-de-France,2023,2023,False
U4842453512235494297,40-44 ans,Non renseigné,False,Île-de-France,2023,2023,False
U457711041838793801,30-34 ans,Non renseigné,False,Île-de-France,2024,2023,True
U-1587341995277127126,25-29 ans,Non renseigné,False,Bretagne,2023,2023,False
U836199983475494627,25-29 ans,F,True,Hauts-de-France,2023,2023,False
U5746522256520132458,50-54 ans,F,True,Grand Est,2025,2025,False
U243121411187739469,30-34 ans,M,True,Nouvelle-Aquitaine,2022,2022,False
U172855521812227536,35-39 ans,Non renseigné,False,Nouvelle-Aquitaine,2023,2023,False
